Ticket ID,Customer Name,text,emotion,Technical Details
TKT00115,Customer115,"Customer: My router just stopped working, and I have an important meeting in 10 minutes!
Agent: Let’s try a quick reset. If that doesn’t work, I’ll arrange for a replacement.",Urgency,"Connection Type: Fiber, Speed Test: 319 Mbps down / 42 Mbps up, Router: TP-Link Archer"
TKT00116,Customer116,"Customer: My router just stopped working, and I have an important meeting in 10 minutes!
Agent: Let’s try a quick reset. If that doesn’t work, I’ll arrange for a replacement.",Urgency,"Connection Type: DSL, Speed Test: 385 Mbps down / 4 Mbps up, Router: TP-Link Archer"
TKT00117,Customer117,"Customer: Your technician was very professional and fixed my issue in no time.
Agent: We appreciate your feedback! Have a great day!",Satisfaction,"Connection Type: Satellite, Speed Test: 485 Mbps down / 82 Mbps up, Router: Linksys Velop"
TKT00118,Customer118,"Customer: My router just stopped working, and I have an important meeting in 10 minutes!
Agent: Let’s try a quick reset. If that doesn’t work, I’ll arrange for a replacement.",Urgency,"Connection Type: Cable, Speed Test: 447 Mbps down / 79 Mbps up, Router: ISP Provided Modem"
TKT00119,Customer119,"Customer: My internet is completely down! I work from home, and I need this fixed now!
Agent: I understand. Let me check if there is an outage in your area.",Urgency,"Connection Type: Fiber, Speed Test: 323 Mbps down / 24 Mbps up, Router: Netgear Nighthawk"
TKT00120,Customer120,"Customer: My router just stopped working, and I have an important meeting in 10 minutes!
Agent: Let’s try a quick reset. If that doesn’t work, I’ll arrange for a replacement.",Urgency,"Connection Type: DSL, Speed Test: 211 Mbps down / 88 Mbps up, Router: TP-Link Archer"
TKT00121,Customer121,"Customer: Your support team told me this would be fixed a week ago, but nothing has changed!
Agent: I sincerely apologize. Let me check the status and push for a resolution.",Disappointment,"Connection Type: Fiber, Speed Test: 288 Mbps down / 60 Mbps up, Router: Google Nest WiFi"
TKT00122,Customer122,"Customer: I don’t understand how to set up my new modem. The instructions are unclear.
Agent: No worries! I’ll guide you through the setup step by step.",Confusion,"Connection Type: Satellite, Speed Test: 474 Mbps down / 66 Mbps up, Router: Google Nest WiFi"
TKT00123,Customer123,"Customer: What’s the difference between static and dynamic IP? Do I need to change anything?
Agent: Good question! A static IP remains the same, while a dynamic one changes over time.",Confusion,"Connection Type: DSL, Speed Test: 87 Mbps down / 26 Mbps up, Router: TP-Link Archer"
TKT00124,Customer124,"Customer: My internet is completely down! I work from home, and I need this fixed now!
Agent: I understand. Let me check if there is an outage in your area.",Urgency,"Connection Type: Fiber, Speed Test: 26 Mbps down / 2 Mbps up, Router: Netgear Nighthawk"
TKT00125,Customer125,"Customer: My internet keeps disconnecting! I reboot the router, but it still happens.
Agent: I understand your frustration. Let’s check your connection stability.",Frustration,"Connection Type: Cable, Speed Test: 165 Mbps down / 19 Mbps up, Router: ISP Provided Modem"
TKT00126,Customer126,"Customer: Your support team told me this would be fixed a week ago, but nothing has changed!
Agent: I sincerely apologize. Let me check the status and push for a resolution.",Disappointment,"Connection Type: Satellite, Speed Test: 158 Mbps down / 94 Mbps up, Router: ISP Provided Modem"
TKT00127,Customer127,"Customer: Your support team told me this would be fixed a week ago, but nothing has changed!
Agent: I sincerely apologize. Let me check the status and push for a resolution.",Disappointment,"Connection Type: Cable, Speed Test: 465 Mbps down / 49 Mbps up, Router: Netgear Nighthawk"
TKT00128,Customer128,"Customer: My internet is completely down! I work from home, and I need this fixed now!
Agent: I understand. Let me check if there is an outage in your area.",Urgency,"Connection Type: Fiber, Speed Test: 47 Mbps down / 41 Mbps up, Router: Netgear Nighthawk"
TKT00129,Customer129,"Customer: My internet is completely down! I work from home, and I need this fixed now!
Agent: I understand. Let me check if there is an outage in your area.",Urgency,"Connection Type: Satellite, Speed Test: 36 Mbps down / 85 Mbps up, Router: Google Nest WiFi"
TKT00130,Customer130,"Customer: I don’t understand how to set up my new modem. The instructions are unclear.
Agent: No worries! I’ll guide you through the setup step by step.",Confusion,"Connection Type: Fiber, Speed Test: 464 Mbps down / 66 Mbps up, Router: Google Nest WiFi"
TKT00131,Customer131,"Customer: Your support team told me this would be fixed a week ago, but nothing has changed!
Agent: I sincerely apologize. Let me check the status and push for a resolution.",Disappointment,"Connection Type: Fiber, Speed Test: 330 Mbps down / 9 Mbps up, Router: ISP Provided Modem"
TKT00132,Customer132,"Customer: My internet keeps disconnecting! I reboot the router, but it still happens.
Agent: I understand your frustration. Let’s check your connection stability.",Frustration,"Connection Type: DSL, Speed Test: 8 Mbps down / 34 Mbps up, Router: Netgear Nighthawk"
TKT00133,Customer133,"Customer: I’ve had repeated outages despite multiple technician visits. This is unacceptable.
Agent: I’m really sorry for the inconvenience. Let me escalate your case for priority handling.",Disappointment,"Connection Type: Cable, Speed Test: 61 Mbps down / 87 Mbps up, Router: Google Nest WiFi"
TKT00134,Customer134,"Customer: I have called multiple times, and my issue is still unresolved!
Agent: I sincerely apologize. Let me escalate this to a higher support tier.",Frustration,"Connection Type: Cable, Speed Test: 161 Mbps down / 61 Mbps up, Router: Linksys Velop"
TKT00135,Customer135,"Customer: I’ve had repeated outages despite multiple technician visits. This is unacceptable.
Agent: I’m really sorry for the inconvenience. Let me escalate your case for priority handling.",Disappointment,"Connection Type: DSL, Speed Test: 92 Mbps down / 88 Mbps up, Router: Google Nest WiFi"
TKT00136,Customer136,"Customer: Your technician was very professional and fixed my issue in no time.
Agent: We appreciate your feedback! Have a great day!",Satisfaction,"Connection Type: DSL, Speed Test: 156 Mbps down / 65 Mbps up, Router: Linksys Velop"
TKT00137,Customer137,"Customer: Your support team told me this would be fixed a week ago, but nothing has changed!
Agent: I sincerely apologize. Let me check the status and push for a resolution.",Disappointment,"Connection Type: Cable, Speed Test: 159 Mbps down / 85 Mbps up, Router: Netgear Nighthawk"
TKT00138,Customer138,"Customer: Your support team told me this would be fixed a week ago, but nothing has changed!
Agent: I sincerely apologize. Let me check the status and push for a resolution.",Disappointment,"Connection Type: Satellite, Speed Test: 439 Mbps down / 2 Mbps up, Router: Netgear Nighthawk"
TKT00139,Customer139,"Customer: My router just stopped working, and I have an important meeting in 10 minutes!
Agent: Let’s try a quick reset. If that doesn’t work, I’ll arrange for a replacement.",Urgency,"Connection Type: DSL, Speed Test: 159 Mbps down / 46 Mbps up, Router: Netgear Nighthawk"
TKT00140,Customer140,"Customer: My router just stopped working, and I have an important meeting in 10 minutes!
Agent: Let’s try a quick reset. If that doesn’t work, I’ll arrange for a replacement.",Urgency,"Connection Type: Fiber, Speed Test: 106 Mbps down / 57 Mbps up, Router: Google Nest WiFi"
TKT00141,Customer141,"Customer: I have called multiple times, and my issue is still unresolved!
Agent: I sincerely apologize. Let me escalate this to a higher support tier.",Frustration,"Connection Type: DSL, Speed Test: 146 Mbps down / 42 Mbps up, Router: TP-Link Archer"
TKT00142,Customer142,"Customer: My router just stopped working, and I have an important meeting in 10 minutes!
Agent: Let’s try a quick reset. If that doesn’t work, I’ll arrange for a replacement.",Urgency,"Connection Type: Fiber, Speed Test: 208 Mbps down / 76 Mbps up, Router: TP-Link Archer"
TKT00143,Customer143,"Customer: My internet is completely down! I work from home, and I need this fixed now!
Agent: I understand. Let me check if there is an outage in your area.",Urgency,"Connection Type: DSL, Speed Test: 223 Mbps down / 97 Mbps up, Router: ISP Provided Modem"
TKT00144,Customer144,"Customer: I have called multiple times, and my issue is still unresolved!
Agent: I sincerely apologize. Let me escalate this to a higher support tier.",Frustration,"Connection Type: Cable, Speed Test: 181 Mbps down / 89 Mbps up, Router: Google Nest WiFi"
TKT00145,Customer145,"Customer: Your support team told me this would be fixed a week ago, but nothing has changed!
Agent: I sincerely apologize. Let me check the status and push for a resolution.",Disappointment,"Connection Type: DSL, Speed Test: 19 Mbps down / 2 Mbps up, Router: Netgear Nighthawk"
TKT00146,Customer146,"Customer: Your support team told me this would be fixed a week ago, but nothing has changed!
Agent: I sincerely apologize. Let me check the status and push for a resolution.",Disappointment,"Connection Type: Satellite, Speed Test: 421 Mbps down / 87 Mbps up, Router: TP-Link Archer"
TKT00147,Customer147,"Customer: Wow! That was quick. My speed is back to normal. Thanks!
Agent: Glad to help! Let us know if you need anything else.",Satisfaction,"Connection Type: Fiber, Speed Test: 277 Mbps down / 24 Mbps up, Router: Netgear Nighthawk"
TKT00148,Customer148,"Customer: I don’t understand how to set up my new modem. The instructions are unclear.
Agent: No worries! I’ll guide you through the setup step by step.",Confusion,"Connection Type: Satellite, Speed Test: 489 Mbps down / 47 Mbps up, Router: Linksys Velop"
TKT00149,Customer149,"Customer: Your support team told me this would be fixed a week ago, but nothing has changed!
Agent: I sincerely apologize. Let me check the status and push for a resolution.",Disappointment,"Connection Type: Cable, Speed Test: 303 Mbps down / 96 Mbps up, Router: ISP Provided Modem"
TKT00150,Customer150,"Customer: I have called multiple times, and my issue is still unresolved!
Agent: I sincerely apologize. Let me escalate this to a higher support tier.",Frustration,"Connection Type: Cable, Speed Test: 135 Mbps down / 87 Mbps up, Router: Google Nest WiFi"
TKT00151,Customer151,"Customer: I’ve had repeated outages despite multiple technician visits. This is unacceptable.
Agent: I’m really sorry for the inconvenience. Let me escalate your case for priority handling.",Disappointment,"Connection Type: DSL, Speed Test: 395 Mbps down / 51 Mbps up, Router: Google Nest WiFi"
TKT00152,Customer152,"Customer: I’ve had repeated outages despite multiple technician visits. This is unacceptable.
Agent: I’m really sorry for the inconvenience. Let me escalate your case for priority handling.",Disappointment,"Connection Type: Cable, Speed Test: 432 Mbps down / 37 Mbps up, Router: Netgear Nighthawk"
TKT00153,Customer153,"Customer: I don’t understand how to set up my new modem. The instructions are unclear.
Agent: No worries! I’ll guide you through the setup step by step.",Confusion,"Connection Type: Fiber, Speed Test: 379 Mbps down / 47 Mbps up, Router: Linksys Velop"
TKT00154,Customer154,"Customer: My internet is completely down! I work from home, and I need this fixed now!
Agent: I understand. Let me check if there is an outage in your area.",Urgency,"Connection Type: Cable, Speed Test: 440 Mbps down / 65 Mbps up, Router: TP-Link Archer"
TKT00155,Customer155,"Customer: Your support team told me this would be fixed a week ago, but nothing has changed!
Agent: I sincerely apologize. Let me check the status and push for a resolution.",Disappointment,"Connection Type: Cable, Speed Test: 302 Mbps down / 87 Mbps up, Router: Google Nest WiFi"
TKT00156,Customer156,"Customer: Your technician was very professional and fixed my issue in no time.
Agent: We appreciate your feedback! Have a great day!",Satisfaction,"Connection Type: Cable, Speed Test: 472 Mbps down / 90 Mbps up, Router: TP-Link Archer"
TKT00157,Customer157,"Customer: Your support team told me this would be fixed a week ago, but nothing has changed!
Agent: I sincerely apologize. Let me check the status and push for a resolution.",Disappointment,"Connection Type: Fiber, Speed Test: 200 Mbps down / 41 Mbps up, Router: Netgear Nighthawk"
